## برنامج الرياضيات - المستوى الأول - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
| ن٤٠٣ | نظام بيئي وتلوث | -- | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| ن٤١٥ | نبات إقتصادي ووراثة جزيئية | -- | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٧** | **١** | | | | **١٧** | | | | | **٧٥٠** | |

---

## برنامج الكيمياء والنبات - المستوى الرابع - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ن٤٠١ | مشروع بحث ومقال | -- | ١ | -- | ١ | -- | -- | ١ | -- | ١٠ | ١٠ | ٣٠ | ٥٠ | |
| ك٤١٦ | طرق الفصل والتحليل الطيفي (٢) | ك٣١١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك٤٣٧ | كيمياء البوليمر والبترول والبتروكيماويات | ك٢٣١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ن٤٠٩ | مجتمع نباتي وفلورا مصرية | ن٢٠٣ | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٤١١ | بيولوحبا جزيئية | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٤١٤ | علم فطريات وأمراض نبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك٤١٢ | كيمياء البيئة وتطبيقات النانو (١) | ك١٠٢ | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ك٤١٤ | مقرر خاص في الكيمياء التحليلية | ك١٠٢ | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٦** | **١** | | | | **١٧** | | | | | **٦٥٠** | |

---

## برنامج الميكروبيولوجى - المستوى الأول - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ر ١١١ | تفاضل و تكامل (١) | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف١٠١أ | خواص الماده والحراره | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ١٠١ | كيمياء عامة (١) | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن١٠١ | مورفولوجيا وتشريح النبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح١٠١ | مقدمة في علم الخلية والأنسجة والوراثة | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ع١٠١ | حقوق الإنسان ومكافحة الفساد | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلبات جامعة |
| **المجموع** | | | **٦** | | | | | **١٧** | | | | | **٥٠٠** | |

---

## برنامج الميكروبيولوجى - المستوى الأول - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ر١١٢ | جبر و هندسة | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف١٠٢ | كهربائية و مغناطيسية وضوء | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك١٠٢ | كيمياء عامة (٢) | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن١٠٢ | تنوع احيائى وأساسيات فسيولوجيا النبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح١٠٣ | الشكل الوظيفى | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ع١٠٢ | مقدمة فى علم الحاسب | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | متطلبات جامعة |
| **المجموع** | | | **٦** | **--** | | | | **١٧** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١٢** | | | | | **٣٤** | | | | | **١١٠٠** | |

---

## برنامج الميكروبيولوجى - المستوى الثاني - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| م ٢٠١ | مقدمة في التركيب الدقيق للخلية النباتية ووراثة عامة | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٢٠٢ | مقدمة في أيض النبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م٢٠٧أ | أساسيات ميكروبيولوجيا عامة | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٢١٢ | أسس الكيمياء التحليلية (٢) | ك ١٠٢ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك٢٢١ | كيمياء العناصر الممثلة | ك١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف٢٢١ | ضوء فيزيائي | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ف ح٢١١ | مقدمة في الفيزياء الحيوية | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ع٢٠١ | مصطلحات علمية باللغة الإنجليزية | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | -- | ٩٠ | ١٠٠ | متطلب جامعة |
| **المجموع** | | | **٦** | **١** | | | | **١٨** | | | | | **٧٠٠** | |

---

## برنامج الميكروبيولوجى - المستوى الثاني - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| م ٢٠٣ | مقدمة في علم الطحالب | ن١٠٢ | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٢٠٤ | أساسيات بيئة نباتية وتصنيف زهرى | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٢٠٥ | منظمات نمو وفسيولوجيا النمو والتطور | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٢٣٤ | أسس الكيمياء العضوية (٢) | ك١٠١ | ١ | -- | ٣ | -- | -- | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ر٢١٣ | رياضيات بحتة | ر١١١ | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ر٢١٩ | معادلات فرقية | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ع٢٠٢ - ع٢١٠ | مواد ثقافية (اختيار مقرر واحد) | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلب جامعة |
| **المجموع** | | | **٥** | **١** | | | | **١٦** | | | | | **٥٠٠** | |
| **مجموع الفصلين** | | | **١١** | **٢** | | | | **٣٤** | | | | | **١٢٠٠** | |

---

## برنامج الميكروبيولوجى - المستوى الثالث - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| م ٣٠١ | بيولوجيا البكتيريا | م٢٠٧أ | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٣٠٣ | علم الوراثة الميكروبية والتحكم الوراثى | ن٢٠١ | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٣٠٦ | ميكروبيولوجيا الأغذية | م٢٠٧ | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣١٣ | التحليل الوزنى | ك ٢١٢ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ر ٣٣٠ | إحصاء حيوى | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| م ٣٠٤ | إنتاج مخصبات حيوية واستصلاح تربة | ن١٠٢ | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| م ٣٠٥ | أساسيات علم الإنزيمات | م٢٠٢ | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٥** | **١** | | | | **١٧** | | | | | **٦٠٠** | |

---

## برنامج الميكروبيولوجى - المستوى الثالث - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ن ٣٠٣ | فسيولوجيا الطحالب وبيئة الطحالب | ن١٠٢ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٣٠٧ | مقدمة فى الميكروبيولوجيا الطبية والسموم الميكروبية | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| م ٣٠٨ | أساسيات علم الفيروسات والمناعة | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٣٠٩ | بيولوجيا الفطريات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٣١٠ | تغذية معدنية و تخمرات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٣١١ | ميكروبيولوجيا التربة | -- | -- | ١ | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| م ٣١٢ | ميكروبيولوجيا بيئية | -- | -- | ١ | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٥** | **١** | | | | **١٧** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١٠** | **٢** | | | | **٣٤** | | | | | **١٢٠٠** | |

---

## برنامج الميكروبيولوجى - المستوى الرابع - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| م ٤٠٢ | أمراض نبات وعلاقة العائل بالطفيل | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٤٠٨ | فسيولوجيا كائنات دقيقة متقدم | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن ٤٠٢ | تكنولوجيا حيوية | -- | ١ | -- | ١ | ٢ | ١ | ٢ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن ٤١١ | بيولوجيا جزيئية | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٤١٥ | طرق الفصل والتحليل الطيفى (١) | ك١٠٢ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| م ٤٠٦ | وراثة خلوية ووراثة جزيئية متقدم | -- | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| ن ٤٠٣ | نظام بيئى و تلوث | -- | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٥** | **١** | | | | **١٦** | | | | | **٦٠٠** | |

---

## برنامج الميكروبيولوجى - المستوى الرابع - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| م ٤٠٠ | مشروع بحث ومقال | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | ٢٠ | ٢٠ | ٦٠ | ١٠٠ | |
| م ٤٠٧ | ميكروبيولوجيا تطبيقية | م٢٠٧ | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٤٠٩ | المنتجات الطبيعية الميكروبية | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٤١٠ | أجهزة وتقنيات ميكروبيولوجية | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| م ٤١١ | معلوماتية حياتية والأمان الحيوى | م ٢٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ن ٤٠٥ | كيمياء حيوية نباتية | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٤١٢ | كيمياء البيئة وتطبيقات النانو (١) | ك١٠٢ | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ك ٤١٤ | مقرر خاص فى الكيمياء التحليلية | -- | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٦** | **١** | | | | **١٨** | | | | | **٧٠٠** | |
| **مجموع الفصلين** | | | **١١** | **٢** | | | | **٣٤** | | | | | **١٣٠٠** | |

---

## برنامج الحيوان - المستوى الأول - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ر١١١ | تفاضل و تكامل (١) | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف أ١٠١ | خواص الماده والحرارة | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ١٠١ | كيمياء عامة (١) | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ١٠١ | مقدمة في علم الخلية والأنسجة والوراثة | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن ١٠١ | مورفولوجيا وتشريح النبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ١٠١ع | حقوق الإنسان ومكافحة الفساد | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلبات جامعة |
| **المجموع** | | | **٦** | | | | | **١٧** | | | | | **٥٠٠** | |

---

## برنامج الحيوان - المستوى الأول - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ر ١١٢ | جبر و هندسة | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف ١٠٢ | كهربية و مغناطيسية وضوء | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ١٠٢ | كيمياء عامة (٢) | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ١٠٢ | أسس تقسيم المملكة الحيوانية | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن ١٠٢ | تنوع أحيائي وفسيولوجيا النبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ١٠٢ع | مقدمة في علم الحاسب | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | متطلبات جامعة |
| **المجموع** | | | **٦** | -- | | | | **١٧** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١٢** | | | | | **٣٤** | | | | | **١١٠٠** | |

---

## برنامج الحيوان - المستوى الثاني - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح ٢٠١ | مقدمة في علم الحشرات | -- | ١ | -- | ١ | ٢ | ١ | ٢ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٢٠٢ | لا فقاريات سيلومية | -- | ١ | -- | ٢ | -- | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٢٠٣ | حبليات و فقاريات | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٢٣٤ | أسس الكيمياء العضوية (٢) | ك ١٠١ | ١ | -- | ٣ | -- | -- | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٢١٢ | أسس الكيمياء التحليلية (٢) | ك ١٠٢ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ف ٢٢١ | ضوء فيزيائي | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ف ح ٢١١ | مقدمة في الفيزياء الحيوية | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ٢٠١ع | مصطلحات علمية باللغة الإنجليزية | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | -- | ٩٠ | ١٠٠ | متطلب جامعة |
| **المجموع** | | | **٦** | **١** | | | | **١٨** | | | | | **٧٠٠** | |

---

## برنامج الحيوان - المستوى الثاني - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح ٢٠٤ | مقدمة في علم الأجنة | -- | ١ | -- | ١ | ٢ | ١ | ٢ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٢٠٥ | مقدمة في علم وظائف الأعضاء | -- | ١ | -- | ١ | ٢ | ١ | ٢ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ع ب ٢٠١ | البيئة والتنوع الأحيائي | ح ١٠٢ | ١ | -- | ٢ | -- | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٢٣١ | كيمياء عضوية فيزيائية (١) | ك ١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح ٢٧٧ | أسس الكيمياء الحيوية (١) | ك ١٠١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ر ٢١٣ | رياضيات بحتة | ر ١١١ | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ر ٢١٩ | معادلات فرقية | ر ١١١ | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ٢٠٢ع- / ٢١٠ع | مواد ثقافية (اختيار مقرر واحد) | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلب جامعة |
| **المجموع** | | | **٦** | **١** | | | | **١٦** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١٢** | **٢** | | | | **٣٤** | | | | | **١٣٠٠** | |

---

## برنامج الحيوان - المستوى الثالث - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح ٣٠١ | علم وظائف الأعضاء (١) | ح ٢٠٥ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٣٠٢ | علم الأجنة المقارن | ح ٢٠٤ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ع ب ٣٠٢ | بيئة صحراوية و فونا مصرية | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣١٣ | التحليل الوزني | ك ٢١٢ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ر ٣٣٠ | إحصاء حيوي | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ح ٣٠٣ | البيولوجيا الاشعاعية وتطبيقاتها | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ح ٣٠٤ | تقنية دقيقة | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٥** | **١** | | | | **١٦** | | | | | **٦٠٠** | |

---

## برنامج الحيوان - المستوى الثالث - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح ٣٠٥ | علم الأنسجة | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٣٠٦ | تشريح و تصنيف حشرات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٣٠٧ | أحياء مائية | ح ٢٠٢ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٣٠٨ | طفيليات | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
